"candidato","votos","porcentaje","partido","municipio","departamento","dane"
"HOLGER HORACIO DIAZ HERNANDEZ",703,23.19,"PARTIDO DE LA U","PUERTO PARRA","Santander","27167"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",517,17.05,"SANTANDER EN SERIO","PUERTO PARRA","Santander","27167"
"PEDRO LEONIDAS GOMEZ GOMEZ",72,2.37,"DIGNIDAD SANTANDEREANA","PUERTO PARRA","Santander","27167"
"DIDIER ALBERTO TAVERA AMADO",5594,40.65,"PARTIDO LIBERAL COLOMBIANO","PUERTO WILCHES","Santander","27169"
"HOLGER HORACIO DIAZ HERNANDEZ",5267,38.28,"PARTIDO DE LA U","PUERTO WILCHES","Santander","27169"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",1896,13.78,"SANTANDER EN SERIO","PUERTO WILCHES","Santander","27169"
"PEDRO LEONIDAS GOMEZ GOMEZ",504,3.66,"DIGNIDAD SANTANDEREANA","PUERTO WILCHES","Santander","27169"
"DIDIER ALBERTO TAVERA AMADO",5497,41.85,"PARTIDO LIBERAL COLOMBIANO","RIONEGRO","Santander","27172"
"HOLGER HORACIO DIAZ HERNANDEZ",3200,24.36,"PARTIDO DE LA U","RIONEGRO","Santander","27172"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",2854,21.72,"SANTANDER EN SERIO","RIONEGRO","Santander","27172"
"PEDRO LEONIDAS GOMEZ GOMEZ",991,7.54,"DIGNIDAD SANTANDEREANA","RIONEGRO","Santander","27172"
"HOLGER HORACIO DIAZ HERNANDEZ",4663,38.29,"PARTIDO DE LA U","SABANA DE TORRES","Santander","27174"
"DIDIER ALBERTO TAVERA AMADO",3497,28.72,"PARTIDO LIBERAL COLOMBIANO","SABANA DE TORRES","Santander","27174"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",2591,21.28,"SANTANDER EN SERIO","SABANA DE TORRES","Santander","27174"
"PEDRO LEONIDAS GOMEZ GOMEZ",955,7.84,"DIGNIDAD SANTANDEREANA","SABANA DE TORRES","Santander","27174"
"DIDIER ALBERTO TAVERA AMADO",2433,53.18,"PARTIDO LIBERAL COLOMBIANO","SAN ANDRES","Santander","27175"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",1003,21.92,"SANTANDER EN SERIO","SAN ANDRES","Santander","27175"
"HOLGER HORACIO DIAZ HERNANDEZ",796,17.39,"PARTIDO DE LA U","SAN ANDRES","Santander","27175"
"PEDRO LEONIDAS GOMEZ GOMEZ",233,5.09,"DIGNIDAD SANTANDEREANA","SAN ANDRES","Santander","27175"
"DIDIER ALBERTO TAVERA AMADO",1455,75.03,"PARTIDO LIBERAL COLOMBIANO","SAN BENITO","Santander","27178"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",221,11.39,"SANTANDER EN SERIO","SAN BENITO","Santander","27178"
"HOLGER HORACIO DIAZ HERNANDEZ",186,9.59,"PARTIDO DE LA U","SAN BENITO","Santander","27178"
"PEDRO LEONIDAS GOMEZ GOMEZ",24,1.23,"DIGNIDAD SANTANDEREANA","SAN BENITO","Santander","27178"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",9190,35.02,"SANTANDER EN SERIO","SAN GIL","Santander","27181"
"DIDIER ALBERTO TAVERA AMADO",8183,31.18,"PARTIDO LIBERAL COLOMBIANO","SAN GIL","Santander","27181"
"PEDRO LEONIDAS GOMEZ GOMEZ",4022,15.32,"DIGNIDAD SANTANDEREANA","SAN GIL","Santander","27181"
"HOLGER HORACIO DIAZ HERNANDEZ",3530,13.45,"PARTIDO DE LA U","SAN GIL","Santander","27181"
"DIDIER ALBERTO TAVERA AMADO",660,43.85,"PARTIDO LIBERAL COLOMBIANO","SAN JOAQUIN","Santander","27184"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",430,28.57,"SANTANDER EN SERIO","SAN JOAQUIN","Santander","27184"
"HOLGER HORACIO DIAZ HERNANDEZ",341,22.65,"PARTIDO DE LA U","SAN JOAQUIN","Santander","27184"
"PEDRO LEONIDAS GOMEZ GOMEZ",44,2.92,"DIGNIDAD SANTANDEREANA","SAN JOAQUIN","Santander","27184"
"DIDIER ALBERTO TAVERA AMADO",1328,45.63,"PARTIDO LIBERAL COLOMBIANO","SAN JOSE DE MIRANDA","Santander","27187"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",892,30.65,"SANTANDER EN SERIO","SAN JOSE DE MIRANDA","Santander","27187"
"HOLGER HORACIO DIAZ HERNANDEZ",528,18.14,"PARTIDO DE LA U","SAN JOSE DE MIRANDA","Santander","27187"
"PEDRO LEONIDAS GOMEZ GOMEZ",102,3.5,"DIGNIDAD SANTANDEREANA","SAN JOSE DE MIRANDA","Santander","27187"
"DIDIER ALBERTO TAVERA AMADO",634,50.39,"PARTIDO LIBERAL COLOMBIANO","SAN MIGUEL","Santander","27190"
"HOLGER HORACIO DIAZ HERNANDEZ",355,28.21,"PARTIDO DE LA U","SAN MIGUEL","Santander","27190"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",203,16.13,"SANTANDER EN SERIO","SAN MIGUEL","Santander","27190"
"PEDRO LEONIDAS GOMEZ GOMEZ",38,3.02,"DIGNIDAD SANTANDEREANA","SAN MIGUEL","Santander","27190"
"DIDIER ALBERTO TAVERA AMADO",4840,34.67,"PARTIDO LIBERAL COLOMBIANO","SAN VICENTE DE CHUCURI","Santander","27193"
"HOLGER HORACIO DIAZ HERNANDEZ",4499,32.23,"PARTIDO DE LA U","SAN VICENTE DE CHUCURI","Santander","27193"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",3292,23.58,"SANTANDER EN SERIO","SAN VICENTE DE CHUCURI","Santander","27193"
"PEDRO LEONIDAS GOMEZ GOMEZ",804,5.76,"DIGNIDAD SANTANDEREANA","SAN VICENTE DE CHUCURI","Santander","27193"
"DIDIER ALBERTO TAVERA AMADO",562,39.63,"PARTIDO LIBERAL COLOMBIANO","SANTA BARBARA","Santander","27195"
"HOLGER HORACIO DIAZ HERNANDEZ",449,31.66,"PARTIDO DE LA U","SANTA BARBARA","Santander","27195"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",235,16.57,"SANTANDER EN SERIO","SANTA BARBARA","Santander","27195"
"PEDRO LEONIDAS GOMEZ GOMEZ",129,9.09,"DIGNIDAD SANTANDEREANA","SANTA BARBARA","Santander","27195"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",978,46.24,"SANTANDER EN SERIO","SANTA HELENA DEL OPON","Santander","27194"
"DIDIER ALBERTO TAVERA AMADO",943,44.58,"PARTIDO LIBERAL COLOMBIANO","SANTA HELENA DEL OPON","Santander","27194"
"HOLGER HORACIO DIAZ HERNANDEZ",99,4.68,"PARTIDO DE LA U","SANTA HELENA DEL OPON","Santander","27194"
"PEDRO LEONIDAS GOMEZ GOMEZ",46,2.17,"DIGNIDAD SANTANDEREANA","SANTA HELENA DEL OPON","Santander","27194"
"DIDIER ALBERTO TAVERA AMADO",1738,45.49,"PARTIDO LIBERAL COLOMBIANO","SIMACOTA","Santander","27196"
"HOLGER HORACIO DIAZ HERNANDEZ",1209,31.64,"PARTIDO DE LA U","SIMACOTA","Santander","27196"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",688,18.01,"SANTANDER EN SERIO","SIMACOTA","Santander","27196"
"PEDRO LEONIDAS GOMEZ GOMEZ",124,3.24,"DIGNIDAD SANTANDEREANA","SIMACOTA","Santander","27196"
"DIDIER ALBERTO TAVERA AMADO",5791,38.68,"PARTIDO LIBERAL COLOMBIANO","SOCORRO","Santander","27199"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",3732,24.92,"SANTANDER EN SERIO","SOCORRO","Santander","27199"
"PEDRO LEONIDAS GOMEZ GOMEZ",2599,17.36,"DIGNIDAD SANTANDEREANA","SOCORRO","Santander","27199"
"HOLGER HORACIO DIAZ HERNANDEZ",2222,14.84,"PARTIDO DE LA U","SOCORRO","Santander","27199"
"DIDIER ALBERTO TAVERA AMADO",1903,36.7,"PARTIDO LIBERAL COLOMBIANO","SUAITA","Santander","27202"
"HOLGER HORACIO DIAZ HERNANDEZ",1760,33.95,"PARTIDO DE LA U","SUAITA","Santander","27202"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",1332,25.69,"SANTANDER EN SERIO","SUAITA","Santander","27202"
"PEDRO LEONIDAS GOMEZ GOMEZ",99,1.9,"DIGNIDAD SANTANDEREANA","SUAITA","Santander","27202"
"DIDIER ALBERTO TAVERA AMADO",1997,54.74,"PARTIDO LIBERAL COLOMBIANO","SUCRE","Santander","27205"
"HOLGER HORACIO DIAZ HERNANDEZ",1427,39.11,"PARTIDO DE LA U","SUCRE","Santander","27205"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",87,2.38,"SANTANDER EN SERIO","SUCRE","Santander","27205"
"PEDRO LEONIDAS GOMEZ GOMEZ",49,1.34,"DIGNIDAD SANTANDEREANA","SUCRE","Santander","27205"
"DIDIER ALBERTO TAVERA AMADO",1019,46.87,"PARTIDO LIBERAL COLOMBIANO","SURATA","Santander","27208"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",453,20.83,"SANTANDER EN SERIO","SURATA","Santander","27208"
"HOLGER HORACIO DIAZ HERNANDEZ",390,17.93,"PARTIDO DE LA U","SURATA","Santander","27208"
"PEDRO LEONIDAS GOMEZ GOMEZ",254,11.68,"DIGNIDAD SANTANDEREANA","SURATA","Santander","27208"
"HOLGER HORACIO DIAZ HERNANDEZ",1684,50.32,"PARTIDO DE LA U","TONA","Santander","27211"
"DIDIER ALBERTO TAVERA AMADO",1053,31.47,"PARTIDO LIBERAL COLOMBIANO","TONA","Santander","27211"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",258,7.71,"SANTANDER EN SERIO","TONA","Santander","27211"
"PEDRO LEONIDAS GOMEZ GOMEZ",205,6.12,"DIGNIDAD SANTANDEREANA","TONA","Santander","27211"
"DIDIER ALBERTO TAVERA AMADO",1513,42.69,"PARTIDO LIBERAL COLOMBIANO","VALLE DE SAN JOSE","Santander","27217"
"HOLGER HORACIO DIAZ HERNANDEZ",1113,31.4,"PARTIDO DE LA U","VALLE DE SAN JOSE","Santander","27217"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",636,17.94,"SANTANDER EN SERIO","VALLE DE SAN JOSE","Santander","27217"
"PEDRO LEONIDAS GOMEZ GOMEZ",211,5.95,"DIGNIDAD SANTANDEREANA","VALLE DE SAN JOSE","Santander","27217"
"DIDIER ALBERTO TAVERA AMADO",6656,68.71,"PARTIDO LIBERAL COLOMBIANO","VELEZ","Santander","27220"
"HOLGER HORACIO DIAZ HERNANDEZ",1220,12.59,"PARTIDO DE LA U","VELEZ","Santander","27220"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",1128,11.64,"SANTANDER EN SERIO","VELEZ","Santander","27220"
"PEDRO LEONIDAS GOMEZ GOMEZ",367,3.78,"DIGNIDAD SANTANDEREANA","VELEZ","Santander","27220"
"DIDIER ALBERTO TAVERA AMADO",400,36.13,"PARTIDO LIBERAL COLOMBIANO","VETAS","Santander","27219"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",347,31.34,"SANTANDER EN SERIO","VETAS","Santander","27219"
"HOLGER HORACIO DIAZ HERNANDEZ",267,24.11,"PARTIDO DE LA U","VETAS","Santander","27219"
"PEDRO LEONIDAS GOMEZ GOMEZ",29,2.61,"DIGNIDAD SANTANDEREANA","VETAS","Santander","27219"
"DIDIER ALBERTO TAVERA AMADO",1506,34.39,"PARTIDO LIBERAL COLOMBIANO","VILLANUEVA","Santander","27221"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",1110,25.35,"SANTANDER EN SERIO","VILLANUEVA","Santander","27221"
"HOLGER HORACIO DIAZ HERNANDEZ",1049,23.96,"PARTIDO DE LA U","VILLANUEVA","Santander","27221"
"PEDRO LEONIDAS GOMEZ GOMEZ",288,6.57,"DIGNIDAD SANTANDEREANA","VILLANUEVA","Santander","27221"
"DIDIER ALBERTO TAVERA AMADO",1686,37.21,"PARTIDO LIBERAL COLOMBIANO","ZAPATOCA","Santander","27223"
"CARLOS FERNANDO DE JESUS SANCHEZ AGUIRRE",1209,26.68,"SANTANDER EN SERIO","ZAPATOCA","Santander","27223"
"HOLGER HORACIO DIAZ HERNANDEZ",743,16.39,"PARTIDO DE LA U","ZAPATOCA","Santander","27223"
"PEDRO LEONIDAS GOMEZ GOMEZ",671,14.8,"DIGNIDAD SANTANDEREANA","ZAPATOCA","Santander","27223"
"EDGAR ENRIQUE MARTINEZ ROMERO",3249,49.9,"PARTIDO CAMBIO RADICAL","BUENAVISTA","Sucre","28010"
"MILENE JARAVA DIAZ",3056,46.94,"PARTIDO OPCIÓN CIUDADANA","BUENAVISTA","Sucre","28010"
"NADIM ISAAC MISERQUE CARDENAS",40,0.61,"PARTIDO CENTRO DEMOCRÁTICO","BUENAVISTA","Sucre","28010"
"JUAN MIGUEL NAVARRO NAVARRO",29,0.44,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","BUENAVISTA","Sucre","28010"
"MILENE JARAVA DIAZ",3461,57.33,"PARTIDO OPCIÓN CIUDADANA","CAIMITO","Sucre","28020"
"EDGAR ENRIQUE MARTINEZ ROMERO",2243,37.16,"PARTIDO CAMBIO RADICAL","CAIMITO","Sucre","28020"
"NADIM ISAAC MISERQUE CARDENAS",111,1.83,"PARTIDO CENTRO DEMOCRÁTICO","CAIMITO","Sucre","28020"
"JUAN MIGUEL NAVARRO NAVARRO",62,1.02,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","CAIMITO","Sucre","28020"
"MILENE JARAVA DIAZ",1220,48.95,"PARTIDO OPCIÓN CIUDADANA","CHALAN","Sucre","28045"
"EDGAR ENRIQUE MARTINEZ ROMERO",1078,43.25,"PARTIDO CAMBIO RADICAL","CHALAN","Sucre","28045"
"NADIM ISAAC MISERQUE CARDENAS",89,3.57,"PARTIDO CENTRO DEMOCRÁTICO","CHALAN","Sucre","28045"
"JUAN MIGUEL NAVARRO NAVARRO",16,0.64,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","CHALAN","Sucre","28045"
"EDGAR ENRIQUE MARTINEZ ROMERO",2788,57.14,"PARTIDO CAMBIO RADICAL","COLOSO (RICAURTE)","Sucre","28030"
"MILENE JARAVA DIAZ",1960,40.17,"PARTIDO OPCIÓN CIUDADANA","COLOSO (RICAURTE)","Sucre","28030"
"NADIM ISAAC MISERQUE CARDENAS",57,1.16,"PARTIDO CENTRO DEMOCRÁTICO","COLOSO (RICAURTE)","Sucre","28030"
"JUAN MIGUEL NAVARRO NAVARRO",12,0.24,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","COLOSO (RICAURTE)","Sucre","28030"
"EDGAR ENRIQUE MARTINEZ ROMERO",16660,54.9,"PARTIDO CAMBIO RADICAL","COROZAL","Sucre","28040"
"MILENE JARAVA DIAZ",11142,36.72,"PARTIDO OPCIÓN CIUDADANA","COROZAL","Sucre","28040"
"NADIM ISAAC MISERQUE CARDENAS",660,2.17,"PARTIDO CENTRO DEMOCRÁTICO","COROZAL","Sucre","28040"
"JUAN MIGUEL NAVARRO NAVARRO",191,0.62,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","COROZAL","Sucre","28040"
"MILENE JARAVA DIAZ",3037,44.05,"PARTIDO OPCIÓN CIUDADANA","COVEÑAS","Sucre","28041"
"EDGAR ENRIQUE MARTINEZ ROMERO",2519,36.53,"PARTIDO CAMBIO RADICAL","COVEÑAS","Sucre","28041"
"NADIM ISAAC MISERQUE CARDENAS",615,8.92,"PARTIDO CENTRO DEMOCRÁTICO","COVEÑAS","Sucre","28041"
"JUAN MIGUEL NAVARRO NAVARRO",126,1.82,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","COVEÑAS","Sucre","28041"
"MILENE JARAVA DIAZ",2780,51.75,"PARTIDO OPCIÓN CIUDADANA","EL ROBLE","Sucre","28042"
"EDGAR ENRIQUE MARTINEZ ROMERO",2274,42.33,"PARTIDO CAMBIO RADICAL","EL ROBLE","Sucre","28042"
"NADIM ISAAC MISERQUE CARDENAS",66,1.22,"PARTIDO CENTRO DEMOCRÁTICO","EL ROBLE","Sucre","28042"
"JUAN MIGUEL NAVARRO NAVARRO",34,0.63,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","EL ROBLE","Sucre","28042"
"MILENE JARAVA DIAZ",6126,53.58,"PARTIDO OPCIÓN CIUDADANA","GALERAS (NUEVA GRANADA)","Sucre","28048"
"EDGAR ENRIQUE MARTINEZ ROMERO",4824,42.19,"PARTIDO CAMBIO RADICAL","GALERAS (NUEVA GRANADA)","Sucre","28048"
"JUAN MIGUEL NAVARRO NAVARRO",113,0.98,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","GALERAS (NUEVA GRANADA)","Sucre","28048"
"NADIM ISAAC MISERQUE CARDENAS",66,0.57,"PARTIDO CENTRO DEMOCRÁTICO","GALERAS (NUEVA GRANADA)","Sucre","28048"
"MILENE JARAVA DIAZ",3162,45.33,"PARTIDO OPCIÓN CIUDADANA","GUARANDA","Sucre","28049"
"EDGAR ENRIQUE MARTINEZ ROMERO",3148,45.13,"PARTIDO CAMBIO RADICAL","GUARANDA","Sucre","28049"
"NADIM ISAAC MISERQUE CARDENAS",273,3.91,"PARTIDO CENTRO DEMOCRÁTICO","GUARANDA","Sucre","28049"
"JUAN MIGUEL NAVARRO NAVARRO",157,2.25,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","GUARANDA","Sucre","28049"
"MILENE JARAVA DIAZ",3210,52.39,"PARTIDO OPCIÓN CIUDADANA","LA UNION","Sucre","28050"
"EDGAR ENRIQUE MARTINEZ ROMERO",2670,43.57,"PARTIDO CAMBIO RADICAL","LA UNION","Sucre","28050"
"NADIM ISAAC MISERQUE CARDENAS",55,0.89,"PARTIDO CENTRO DEMOCRÁTICO","LA UNION","Sucre","28050"
"JUAN MIGUEL NAVARRO NAVARRO",37,0.6,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","LA UNION","Sucre","28050"
"MILENE JARAVA DIAZ",7260,53.84,"PARTIDO OPCIÓN CIUDADANA","LOS PALMITOS","Sucre","28055"
"EDGAR ENRIQUE MARTINEZ ROMERO",5823,43.18,"PARTIDO CAMBIO RADICAL","LOS PALMITOS","Sucre","28055"
"NADIM ISAAC MISERQUE CARDENAS",77,0.57,"PARTIDO CENTRO DEMOCRÁTICO","LOS PALMITOS","Sucre","28055"
"JUAN MIGUEL NAVARRO NAVARRO",32,0.23,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","LOS PALMITOS","Sucre","28055"
"MILENE JARAVA DIAZ",8032,51.99,"PARTIDO OPCIÓN CIUDADANA","MAJAGUAL","Sucre","28060"
"EDGAR ENRIQUE MARTINEZ ROMERO",6375,41.26,"PARTIDO CAMBIO RADICAL","MAJAGUAL","Sucre","28060"
"NADIM ISAAC MISERQUE CARDENAS",536,3.46,"PARTIDO CENTRO DEMOCRÁTICO","MAJAGUAL","Sucre","28060"
"JUAN MIGUEL NAVARRO NAVARRO",82,0.53,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","MAJAGUAL","Sucre","28060"
"EDGAR ENRIQUE MARTINEZ ROMERO",4256,52.9,"PARTIDO CAMBIO RADICAL","MORROA","Sucre","28080"
"MILENE JARAVA DIAZ",3338,41.49,"PARTIDO OPCIÓN CIUDADANA","MORROA","Sucre","28080"
"NADIM ISAAC MISERQUE CARDENAS",145,1.8,"PARTIDO CENTRO DEMOCRÁTICO","MORROA","Sucre","28080"
"JUAN MIGUEL NAVARRO NAVARRO",33,0.41,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","MORROA","Sucre","28080"
"MILENE JARAVA DIAZ",5956,47.43,"PARTIDO OPCIÓN CIUDADANA","OVEJAS","Sucre","28100"
"EDGAR ENRIQUE MARTINEZ ROMERO",5737,45.69,"PARTIDO CAMBIO RADICAL","OVEJAS","Sucre","28100"
"NADIM ISAAC MISERQUE CARDENAS",279,2.22,"PARTIDO CENTRO DEMOCRÁTICO","OVEJAS","Sucre","28100"
"JUAN MIGUEL NAVARRO NAVARRO",150,1.19,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","OVEJAS","Sucre","28100"
"MILENE JARAVA DIAZ",2688,53,"PARTIDO OPCIÓN CIUDADANA","PALMITO","Sucre","28120"
"EDGAR ENRIQUE MARTINEZ ROMERO",2075,40.91,"PARTIDO CAMBIO RADICAL","PALMITO","Sucre","28120"
"NADIM ISAAC MISERQUE CARDENAS",81,1.59,"PARTIDO CENTRO DEMOCRÁTICO","PALMITO","Sucre","28120"
"JUAN MIGUEL NAVARRO NAVARRO",55,1.08,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","PALMITO","Sucre","28120"
"MILENE JARAVA DIAZ",10493,50.14,"PARTIDO OPCIÓN CIUDADANA","SAMPUES","Sucre","28160"
"EDGAR ENRIQUE MARTINEZ ROMERO",9157,43.76,"PARTIDO CAMBIO RADICAL","SAMPUES","Sucre","28160"
"JUAN MIGUEL NAVARRO NAVARRO",295,1.4,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SAMPUES","Sucre","28160"
"NADIM ISAAC MISERQUE CARDENAS",198,0.94,"PARTIDO CENTRO DEMOCRÁTICO","SAMPUES","Sucre","28160"
"EDGAR ENRIQUE MARTINEZ ROMERO",5927,48.95,"PARTIDO CAMBIO RADICAL","SAN BENITO ABAD","Sucre","28180"
"MILENE JARAVA DIAZ",5641,46.59,"PARTIDO OPCIÓN CIUDADANA","SAN BENITO ABAD","Sucre","28180"
"NADIM ISAAC MISERQUE CARDENAS",232,1.91,"PARTIDO CENTRO DEMOCRÁTICO","SAN BENITO ABAD","Sucre","28180"
"JUAN MIGUEL NAVARRO NAVARRO",127,1.04,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SAN BENITO ABAD","Sucre","28180"
"EDGAR ENRIQUE MARTINEZ ROMERO",4575,53.98,"PARTIDO CAMBIO RADICAL","SAN JUAN DE BETULIA (BETULIA)","Sucre","28190"
"MILENE JARAVA DIAZ",3525,41.59,"PARTIDO OPCIÓN CIUDADANA","SAN JUAN DE BETULIA (BETULIA)","Sucre","28190"
"NADIM ISAAC MISERQUE CARDENAS",78,0.92,"PARTIDO CENTRO DEMOCRÁTICO","SAN JUAN DE BETULIA (BETULIA)","Sucre","28190"
"JUAN MIGUEL NAVARRO NAVARRO",64,0.75,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SAN JUAN DE BETULIA (BETULIA)","Sucre","28190"
"EDGAR ENRIQUE MARTINEZ ROMERO",11593,49.77,"PARTIDO CAMBIO RADICAL","SAN MARCOS","Sucre","28200"
"MILENE JARAVA DIAZ",9264,39.77,"PARTIDO OPCIÓN CIUDADANA","SAN MARCOS","Sucre","28200"
"NADIM ISAAC MISERQUE CARDENAS",938,4.02,"PARTIDO CENTRO DEMOCRÁTICO","SAN MARCOS","Sucre","28200"
"JUAN MIGUEL NAVARRO NAVARRO",377,1.61,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SAN MARCOS","Sucre","28200"
"MILENE JARAVA DIAZ",9362,47.5,"PARTIDO OPCIÓN CIUDADANA","SAN ONOFRE","Sucre","28220"
"EDGAR ENRIQUE MARTINEZ ROMERO",8332,42.27,"PARTIDO CAMBIO RADICAL","SAN ONOFRE","Sucre","28220"
"JUAN MIGUEL NAVARRO NAVARRO",1216,6.17,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SAN ONOFRE","Sucre","28220"
"NADIM ISAAC MISERQUE CARDENAS",257,1.3,"PARTIDO CENTRO DEMOCRÁTICO","SAN ONOFRE","Sucre","28220"
"MILENE JARAVA DIAZ",5129,47.13,"PARTIDO OPCIÓN CIUDADANA","SAN PEDRO","Sucre","28240"
"EDGAR ENRIQUE MARTINEZ ROMERO",5120,47.05,"PARTIDO CAMBIO RADICAL","SAN PEDRO","Sucre","28240"
"NADIM ISAAC MISERQUE CARDENAS",157,1.44,"PARTIDO CENTRO DEMOCRÁTICO","SAN PEDRO","Sucre","28240"
"JUAN MIGUEL NAVARRO NAVARRO",32,0.29,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SAN PEDRO","Sucre","28240"
"EDGAR ENRIQUE MARTINEZ ROMERO",9128,52.39,"PARTIDO CAMBIO RADICAL","SINCE","Sucre","28260"
"MILENE JARAVA DIAZ",7369,42.29,"PARTIDO OPCIÓN CIUDADANA","SINCE","Sucre","28260"
"NADIM ISAAC MISERQUE CARDENAS",214,1.22,"PARTIDO CENTRO DEMOCRÁTICO","SINCE","Sucre","28260"
"JUAN MIGUEL NAVARRO NAVARRO",149,0.85,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SINCE","Sucre","28260"
"EDGAR ENRIQUE MARTINEZ ROMERO",63323,50.46,"PARTIDO CAMBIO RADICAL","SINCELEJO","Sucre","28001"
"MILENE JARAVA DIAZ",51405,40.96,"PARTIDO OPCIÓN CIUDADANA","SINCELEJO","Sucre","28001"
"NADIM ISAAC MISERQUE CARDENAS",2677,2.13,"PARTIDO CENTRO DEMOCRÁTICO","SINCELEJO","Sucre","28001"
"JUAN MIGUEL NAVARRO NAVARRO",555,0.44,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SINCELEJO","Sucre","28001"
"MILENE JARAVA DIAZ",6339,48.39,"PARTIDO OPCIÓN CIUDADANA","SUCRE","Sucre","28280"
"EDGAR ENRIQUE MARTINEZ ROMERO",6276,47.91,"PARTIDO CAMBIO RADICAL","SUCRE","Sucre","28280"
"JUAN MIGUEL NAVARRO NAVARRO",272,2.07,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SUCRE","Sucre","28280"
"NADIM ISAAC MISERQUE CARDENAS",56,0.42,"PARTIDO CENTRO DEMOCRÁTICO","SUCRE","Sucre","28280"
"EDGAR ENRIQUE MARTINEZ ROMERO",9824,64.07,"PARTIDO CAMBIO RADICAL","TOLU","Sucre","28300"
"MILENE JARAVA DIAZ",4132,26.95,"PARTIDO OPCIÓN CIUDADANA","TOLU","Sucre","28300"
"NADIM ISAAC MISERQUE CARDENAS",297,1.93,"PARTIDO CENTRO DEMOCRÁTICO","TOLU","Sucre","28300"
"JUAN MIGUEL NAVARRO NAVARRO",241,1.57,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","TOLU","Sucre","28300"
"EDGAR ENRIQUE MARTINEZ ROMERO",6291,53.84,"PARTIDO CAMBIO RADICAL","TOLUVIEJO","Sucre","28320"
"MILENE JARAVA DIAZ",4553,38.97,"PARTIDO OPCIÓN CIUDADANA","TOLUVIEJO","Sucre","28320"
"NADIM ISAAC MISERQUE CARDENAS",237,2.02,"PARTIDO CENTRO DEMOCRÁTICO","TOLUVIEJO","Sucre","28320"
